Edad,Frecuencia_Compras,Monto_Promedio,Tiempo_Cliente,Satisfaccion
29,1,978.6599482320339,38,Bajo
62,1,811.9176002658006,28,Bajo
24,11,560.1478117880265,57,Alto
27,5,947.5698753629156,47,Medio
62,9,509.826066944354,12,Medio
34,15,888.2354473934837,57,Alto
43,13,364.56333338384746,25,Medio
38,6,384.85595957005313,38,Medio
45,18,423.9493761412218,44,Medio
63,16,551.1593894838137,15,Alto
19,8,557.9553674968358,44,Medio
60,12,501.43493246031335,41,Alto
18,4,312.9409638473358,51,Bajo
68,4,927.9344001429228,53,Bajo
53,9,592.7002363757617,34,Medio
68,9,413.661824029679,45,Medio
43,6,654.665191136182,13,Medio
46,14,770.2870902317071,8,Medio
38,6,961.1208073459607,59,Medio
28,14,504.5536706449068,13,Alto
57,2,120.97752524725121,36,Bajo
28,18,446.3581434221759,6,Medio
53,9,484.1808558389367,38,Medio
66,14,898.0241374038171,32,Alto
56,2,400.85276077832356,21,Bajo
57,5,953.791022238267,44,Medio
52,11,490.28058863719144,44,Medio
51,14,974.0426959691396,49,Alto
64,5,18.116337919652572,59,Bajo
41,12,899.8272210582832,7,Medio
39,18,931.8092474239172,26,Alto
22,2,961.4107264075611,15,Bajo
50,7,22.9457688328687,56,Bajo
53,7,179.9838281848059,49,Bajo
64,19,657.2268580623038,42,Alto
37,14,35.21796481775606,23,Bajo
36,3,72.97290621473573,52,Bajo
52,18,228.86808495650752,38,Medio
69,2,517.3153710564454,41,Bajo
60,12,550.4435336741394,15,Alto
34,7,43.918511565569304,48,Bajo
62,15,178.66357827371584,53,Bajo
60,12,504.7086166013088,40,Alto
51,2,598.0012147339712,16,Bajo
26,15,156.91767952135322,32,Bajo
43,8,404.85299782750093,37,Medio
19,13,905.3574221517829,18,Alto
26,12,998.9102941757103,20,Alto
26,6,987.3423102828298,46,Medio
57,14,882.8577651840037,2,Medio
34,6,400.7134870704463,55,Medio
18,5,689.7085491540363,23,Medio
42,1,422.4263055063567,30,Bajo
60,8,652.0417565559608,3,Medio
57,16,316.3381462597884,46,Medio
59,4,610.1402310742286,39,Bajo
42,11,528.5209115873214,47,Alto
56,0,34.235463155067954,49,Bajo
52,9,792.7958747086526,1,Medio
20,10,21.77885392270406,41,Bajo
67,15,300.2243828307688,22,Medio
54,13,15.864824799462346,29,Bajo
61,7,382.4393991622462,14,Medio
61,16,72.52892288249791,48,Bajo
68,17,914.3758571629288,28,Alto
47,11,421.52250221123995,21,Medio
55,16,464.90081711576596,45,Medio
51,13,356.3517337299463,32,Medio
29,15,631.2310926597486,6,Medio
36,13,786.5640354520217,54,Alto
54,8,651.6652756184881,1,Medio
61,3,750.7250472111763,21,Bajo
66,10,906.9139268741678,57,Alto
34,5,864.9110663547144,4,Medio
27,14,677.3178682261588,3,Medio
66,4,222.49158327538433,49,Bajo
64,10,641.3258225315095,30,Alto
29,17,511.0222647831058,31,Alto
33,12,720.0470387003159,34,Alto
41,10,834.6023319089858,19,Alto
36,13,745.2942822145533,20,Alto
25,17,848.0955582616724,23,Alto
48,18,73.2277096076136,54,Bajo
38,14,41.30383785508931,59,Bajo
34,8,265.915562022598,40,Medio
40,7,901.659423267542,25,Medio
54,19,825.4226584741341,15,Alto
33,0,685.9000248173585,38,Bajo
23,3,703.7510807653188,23,Bajo
25,13,729.4037645656305,52,Alto
42,1,943.1766734798995,2,Bajo
35,15,833.869240784482,57,Alto
42,2,627.1564831567771,57,Bajo
29,7,669.0582809045691,15,Medio
32,5,221.60285944051074,52,Medio
43,15,660.7456369047097,44,Alto
58,15,430.4322222942739,35,Medio
62,6,161.4322518996863,10,Bajo
43,12,808.3387910541086,14,Alto
64,12,515.1446288051142,27,Alto
49,4,977.6507912725274,54,Bajo
27,19,288.8625609297797,14,Medio
33,17,485.86341118202597,35,Medio
24,14,453.51550012217945,33,Medio
34,17,129.57172720825292,52,Bajo
40,1,431.8541260424717,1,Bajo
43,9,294.67792185671567,34,Medio
38,12,168.71726665326506,19,Bajo
39,17,289.3340281957779,24,Medio
24,14,240.9191743537281,42,Medio
31,11,736.7327956958193,4,Medio
32,14,40.46742647656849,36,Bajo
24,12,621.2881204340891,13,Alto
26,17,763.0547286033704,58,Alto
68,14,485.9162219042835,32,Medio
65,10,932.2493302078392,9,Medio
25,18,710.80188828417,39,Alto
67,2,750.4444147983031,16,Bajo
40,6,204.96415256646154,50,Medio
46,13,779.5226200806827,3,Medio
35,13,833.7737887222837,52,Alto
48,12,367.6537245219297,20,Medio
47,11,221.22943735264153,10,Medio
69,8,391.2001724115805,56,Medio
56,0,742.2118893101358,58,Bajo
52,18,423.4626158100157,58,Medio
35,10,739.28535647254,22,Alto
59,18,122.42889556776228,48,Bajo
56,17,807.9515933835995,3,Medio
34,11,260.6754068259338,11,Medio
31,0,256.43969783744774,25,Bajo
48,18,594.4771555518221,42,Alto
41,19,79.41686528951976,48,Bajo
52,16,36.03474941782188,8,Bajo
61,4,268.4183786405148,9,Bajo
62,2,542.6868752274745,15,Bajo
51,1,908.540222362975,32,Bajo
20,2,847.9708245442339,53,Bajo
54,7,495.5419953217657,3,Medio
60,15,46.68147375655784,4,Bajo
57,5,539.900207283016,30,Medio
43,12,707.7476439260425,13,Alto
40,15,345.77288719978344,44,Medio
61,15,119.95267024883816,21,Bajo
56,2,285.78227367360284,41,Bajo
32,12,773.8729758231358,57,Alto
66,13,357.73139396049504,46,Medio
21,7,813.861675778853,19,Medio
46,11,326.32623728940104,39,Medio
39,7,171.91948802967994,48,Bajo
42,8,441.48987591847214,22,Medio
30,0,457.7517671662476,20,Bajo
35,5,25.947136363843605,37,Bajo
50,18,125.87462197926287,31,Bajo
33,10,193.07675858508927,10,Bajo
62,10,122.45144420488815,18,Bajo
59,12,348.1108146671502,43,Medio
61,10,964.9766270608478,39,Alto
19,17,514.1303129438072,46,Alto
52,14,631.28046363194,20,Alto
59,0,362.8226137377979,18,Bajo
51,6,330.25288402671464,11,Medio
47,12,32.91530419585827,22,Bajo
30,11,505.3303191192622,59,Alto
30,17,488.7729166841496,44,Medio
35,18,166.2524189193118,18,Bajo
49,14,766.6807602046366,58,Alto
49,7,497.7475870078929,34,Medio
52,18,345.6040304599575,23,Medio
56,9,155.4398199326977,1,Bajo
63,6,556.6392187013023,55,Medio
69,17,755.2888558279217,10,Medio
46,15,289.17935915812194,53,Medio
66,19,226.60640806095532,1,Medio
46,5,526.7156144239312,38,Medio
61,8,163.78986948491678,39,Bajo
33,12,669.947252728342,49,Alto
61,7,609.2901916647882,9,Medio
64,15,96.21122909551434,31,Bajo
27,12,46.15517558756013,7,Bajo
47,12,624.085766062699,17,Alto
42,16,301.3508362488534,35,Medio
56,19,95.58129564166455,48,Bajo
37,4,761.8344179069217,37,Bajo
22,16,320.9035629874677,52,Medio
18,8,465.00355414184133,18,Medio
47,1,244.44479817923155,33,Bajo
66,17,631.0439075743849,4,Medio
20,8,308.47353120081584,23,Medio
62,5,968.3407516153521,11,Medio
31,10,705.9180731307375,52,Alto
47,5,145.35505360973113,9,Bajo
67,5,422.5278912767321,30,Medio
21,12,391.5668887325798,8,Medio
35,10,538.9046396131793,40,Alto
54,13,843.5113677344608,5,Medio
42,1,587.5877950311717,12,Bajo
65,7,70.94111082399928,1,Bajo
18,2,658.8615398348265,15,Bajo
63,2,18.182644966399813,25,Bajo
32,0,782.1608559349891,18,Bajo
26,18,669.9697116871296,38,Alto
32,17,315.6978017690601,42,Medio
66,16,299.5173865436206,46,Medio
41,19,800.2902665808425,53,Alto
21,12,785.5033250053743,26,Alto
29,2,358.77933083299234,40,Bajo
54,0,305.95825079898253,59,Bajo
54,3,564.2265409939621,3,Bajo
60,12,18.28200338430274,54,Bajo
23,16,91.84036760667686,22,Bajo
56,10,134.90789424724937,26,Bajo
63,1,193.55769964890246,19,Bajo
41,15,516.8979454087143,44,Alto
28,1,992.3194957125108,44,Bajo
30,18,656.08726772988,47,Alto
51,18,70.68580650473136,39,Bajo
42,15,530.3235803216194,59,Alto
24,18,501.6787602656094,36,Alto
69,8,152.726137659869,21,Bajo
21,0,921.0696451143837,41,Bajo
25,9,446.3575951986153,54,Medio
37,18,994.6135492036423,48,Alto
46,0,425.87157229964265,26,Bajo
68,1,611.8781256567731,13,Bajo
62,15,113.71491108692567,36,Bajo
63,11,459.68554556880053,24,Medio
27,7,246.37823506393357,41,Medio
60,17,837.2091505855227,26,Alto
51,1,786.0803890188645,21,Bajo
43,12,825.9381996291049,18,Alto
58,5,726.3733433803719,15,Medio
66,5,834.3563913838507,15,Medio
20,8,208.82046267317165,6,Medio
23,15,457.52333881400364,43,Medio
22,10,694.9284111465084,31,Alto
22,6,641.0185729557835,28,Medio
64,9,719.1909380453461,8,Medio
40,9,232.01579931971938,29,Medio
66,19,107.45036195453984,21,Bajo
26,17,917.6385122940286,17,Alto
52,19,564.5701766116849,56,Alto
37,8,162.28766526233684,57,Bajo
66,14,795.5022160684879,49,Alto
59,3,915.7806372629898,24,Bajo
52,7,177.867883385398,58,Bajo
67,8,819.2383307164195,50,Medio
35,12,933.892810705937,36,Alto
34,8,938.9779842930571,31,Medio
41,3,915.0148970369662,47,Bajo
20,16,550.9568022365017,34,Alto
49,15,362.64920408133054,2,Medio
52,14,17.200079617069193,42,Bajo
55,2,70.30310460281181,3,Bajo
30,19,434.55062514441676,30,Medio
64,4,405.3328849275952,8,Bajo
42,4,192.86677047418436,52,Bajo
26,19,401.52522775134025,7,Medio
21,14,182.90356480081442,12,Bajo
31,17,850.3033402480821,58,Alto
54,14,305.21292909684286,19,Medio
51,1,602.5787066567269,26,Bajo
28,12,507.81463137909594,28,Alto
58,3,61.36325681805229,15,Bajo
20,9,942.8113822962546,14,Medio
45,12,531.9537184679785,48,Alto
46,9,331.8070669578972,59,Medio
26,8,166.54530393673758,14,Bajo
20,7,345.1413683795674,3,Medio
42,2,30.306486993155605,50,Bajo
51,15,369.92257379481475,29,Medio
29,13,536.1710680314598,54,Alto
59,8,873.1475833924353,6,Medio
26,10,690.5006735208196,49,Alto
32,2,120.466490001909,23,Bajo
57,4,156.26886119358147,28,Bajo
42,9,433.8421341401909,14,Medio
22,12,203.75067412239997,14,Medio
28,3,37.571279806928196,20,Bajo
51,12,806.9647313168895,13,Alto
41,11,29.327344991014183,27,Bajo
32,4,832.3827091460339,35,Bajo
55,9,152.66292340263635,45,Bajo
25,8,974.931626699045,56,Medio
22,19,607.8351727079282,2,Medio
65,6,737.6331419135965,41,Medio
43,1,119.37879168838423,45,Bajo
35,6,863.4830327169653,40,Medio
23,7,840.800419442823,48,Medio
54,6,656.4628042263005,24,Medio
65,13,507.2521159494335,29,Alto
30,18,724.2742814003558,3,Medio
45,4,15.86893318350937,45,Bajo
22,17,596.5163478444748,4,Medio
30,19,848.9320735799442,50,Alto
34,11,363.3308883030073,2,Medio
67,16,117.20646291808765,20,Bajo
57,12,426.6684772457741,54,Medio
62,1,729.8334045679219,53,Bajo
49,12,116.2281982669658,15,Bajo
46,6,213.9880746107611,49,Medio
68,9,156.07632836041293,32,Bajo
20,5,798.9782780194727,42,Medio
57,2,72.26369622796196,1,Bajo
51,2,689.7206370932886,38,Bajo
57,17,372.79235154565947,35,Medio
44,10,758.2333304564493,51,Alto
30,19,964.7395845961972,7,Medio
62,4,123.39984659061747,45,Bajo
50,18,321.2411906567839,13,Medio
23,18,812.0241734416684,49,Alto
41,14,273.4968021906647,1,Medio
36,15,222.96939107558052,14,Medio
33,8,827.124198090282,29,Medio
57,3,987.2115403659105,58,Bajo
45,14,561.3117842464861,3,Medio
50,11,285.26826085000584,46,Medio
65,2,404.58030198405345,24,Bajo
58,13,178.4290241097729,1,Bajo
30,16,764.2684061018449,48,Alto
60,18,775.7392776445403,10,Medio
62,5,876.3697824586694,13,Medio
42,3,36.336537960598235,36,Bajo
59,6,566.3615282101155,9,Medio
53,18,222.11287999975255,14,Medio
44,16,347.47418533743354,36,Medio
55,15,787.1060591336424,10,Medio
24,14,200.1133158378812,40,Medio
22,7,641.9583330752788,23,Medio
60,18,658.0205293113622,35,Alto
62,7,954.5529757532777,55,Medio
68,17,777.4093192436477,7,Medio
48,15,805.5987956821565,42,Alto
40,19,536.2847415277145,35,Alto
59,18,194.91299909074695,2,Bajo
27,9,431.3077320611681,15,Medio
49,16,553.9946777767021,9,Medio
60,12,681.6350591965752,47,Alto
47,12,611.632020713608,17,Alto
56,6,400.0380506280711,39,Medio
48,9,272.65997592588303,52,Medio
35,1,176.54853477164625,18,Bajo
53,3,696.9069324095436,15,Bajo
19,5,648.9446875693601,18,Medio
31,17,690.4987411002286,24,Alto
30,5,378.8021782747669,23,Medio
46,16,269.7837443450376,12,Medio
29,13,762.1241153941161,23,Alto
56,10,775.9109211047808,21,Alto
19,18,461.0602102271722,26,Medio
49,1,615.7850439196509,8,Bajo
30,2,379.7844675894238,30,Bajo
63,10,704.9277281186087,34,Alto
44,5,837.3643806813925,2,Medio
66,13,691.350944562293,5,Medio
58,18,517.4568005786651,31,Alto
34,15,464.0713798974466,33,Medio
57,6,645.8964544659868,54,Medio
48,7,683.0127826853169,4,Medio
51,18,563.1421490892936,6,Medio
41,19,628.692852356321,23,Alto
62,15,105.6227956695869,45,Bajo
52,6,952.2478609809035,19,Medio
65,8,792.8653330947137,43,Medio
23,12,380.188591009716,45,Medio
36,0,567.1844848440937,8,Bajo
47,7,56.851284835057136,39,Bajo
24,3,50.81553585906979,13,Bajo
27,2,258.29035176084307,1,Bajo
58,2,692.8046259409771,6,Bajo
49,12,853.6262703220116,7,Medio
51,7,563.5940211800499,48,Medio
45,6,536.8114121865289,27,Medio
32,0,408.2864384535513,15,Bajo
47,15,169.98197639844096,52,Bajo
54,5,127.17056031332164,34,Bajo
46,6,763.0729636087564,58,Medio
39,11,928.2285157836099,57,Alto
21,8,463.7003842224104,23,Medio
37,10,662.8512021284819,48,Alto
49,9,915.3130743721318,49,Medio
53,0,99.21249660480309,24,Bajo
67,17,772.7766385878396,15,Alto
21,3,620.6487155318193,35,Bajo
44,4,602.6508070415628,4,Bajo
34,8,299.6150241967541,44,Medio
29,16,687.0544212299001,37,Alto
39,2,796.8497772725688,17,Bajo
34,15,121.72958329426018,31,Bajo
27,4,538.186216671174,38,Bajo
18,15,110.25252917753556,10,Bajo
39,2,873.8482791046681,54,Bajo
43,19,512.5603554297838,50,Alto
35,14,809.8860323681498,27,Alto
67,2,374.40478128955215,42,Bajo
31,19,133.82744454816216,6,Bajo
64,13,51.08431134185436,56,Bajo
46,15,288.6945245646518,6,Medio
29,16,251.79136336043777,52,Medio
53,19,564.7484542797622,15,Alto
52,17,31.52144968307028,4,Bajo
69,17,525.3648388561817,57,Alto
29,13,397.8540245918831,48,Medio
24,17,581.3510472152977,54,Alto
46,14,705.393352868861,56,Alto
28,14,637.7510256290407,40,Alto
50,5,984.7979256796326,7,Medio
23,14,146.88269043810234,51,Bajo
64,17,435.4396388404807,58,Medio
32,3,430.58242927687803,49,Bajo
49,7,422.88267166589145,53,Medio
68,14,667.1604081222416,45,Alto
28,2,494.9297799412552,47,Bajo
40,14,522.2582342148335,26,Alto
43,12,438.03243222529704,58,Medio
51,8,991.7824664083769,31,Medio
63,1,928.2857353308517,2,Bajo
51,7,314.64694747072724,28,Medio
46,19,120.47798551900051,42,Bajo
21,16,841.3670767982169,13,Alto
34,12,997.1985489114672,18,Alto
52,0,299.68280509924904,30,Bajo
30,1,364.20707658334857,55,Bajo
58,14,942.2168496703509,11,Medio
56,11,714.018222823059,13,Alto
32,13,302.6819484618398,51,Medio
46,1,585.2360263710759,24,Bajo
46,17,944.7872835706136,57,Alto
28,6,813.6949758763208,29,Medio
69,5,744.414386591373,56,Medio
49,13,739.6263486097522,54,Alto
19,7,186.24012104934764,5,Bajo
64,1,826.4344268356571,35,Bajo
31,16,283.35744611902356,19,Medio
37,4,931.0629913225142,55,Bajo
39,13,370.99359110364514,13,Medio
28,19,859.083793071834,5,Medio
44,2,273.5711595726234,44,Bajo
20,4,519.381667216418,14,Bajo
34,15,115.81644253416995,38,Bajo
61,17,663.5177139662123,22,Alto
45,16,837.71848241517,9,Medio
46,10,721.2628084893919,49,Alto
38,16,528.0259278092708,40,Alto
64,15,54.6647198154449,26,Bajo
33,1,934.1065970991499,45,Bajo
54,3,708.4346530928483,5,Bajo
37,6,748.4055959816797,29,Medio
23,1,796.7337697556991,54,Bajo
36,5,750.2659916683346,22,Medio
22,16,446.7050024573503,49,Medio
20,6,736.2856109950674,3,Medio
18,4,628.7765199322257,28,Bajo
55,4,855.4761703320986,38,Bajo
32,19,804.4352171839968,14,Alto
51,15,50.960638642587284,47,Bajo
52,18,385.0982194292792,14,Medio
66,8,44.36899066205562,43,Bajo
42,4,111.05417551843694,11,Bajo
41,7,605.3966147835753,9,Medio
29,8,875.0836029506308,38,Medio
35,4,128.62651112217458,47,Bajo
32,9,456.5783945921632,44,Medio
61,1,911.7701157583793,6,Bajo
33,8,816.1579738348719,1,Medio
44,10,524.4712175012706,25,Alto
25,3,773.8557249355426,16,Bajo
63,1,527.4668363040917,52,Bajo
42,5,166.51141391002028,15,Bajo
34,13,133.4887520894623,34,Bajo
46,0,196.48454974639907,17,Bajo
25,17,357.4128740160227,3,Medio
32,6,931.2239749972784,3,Medio
44,0,801.6816295170654,37,Bajo
63,0,438.47354561405433,17,Bajo
67,0,498.14594268969824,55,Bajo
69,3,272.9533630897507,49,Bajo
24,3,707.3094269074088,52,Bajo
20,17,804.7380147474177,38,Alto
46,10,246.5156487109008,1,Medio
61,0,51.40340754860071,7,Bajo
41,9,627.6500537313407,26,Medio
20,8,566.8869979439635,47,Medio
37,3,408.10984347858766,39,Bajo
63,5,647.4550023554781,19,Medio
32,15,555.1071650052921,52,Alto
42,1,258.07576082825085,54,Bajo
47,17,403.7516858664951,30,Medio
31,9,433.8324340497693,43,Medio
24,16,881.445514530808,55,Alto
34,12,961.2951125876699,14,Alto
61,17,894.0713487725321,13,Alto
37,12,721.9862438114599,20,Alto
53,16,589.1428062697636,26,Alto
26,4,692.3690191112954,27,Bajo
55,10,939.7181285253621,25,Alto
65,6,257.4987478715934,9,Medio
39,9,539.7693025966709,41,Medio
19,16,692.7119388104038,48,Alto
41,14,682.4545313110319,12,Alto
25,17,259.75616998106807,10,Medio
28,18,590.8642121158543,6,Medio
30,1,797.9540109959548,50,Bajo
34,3,480.3281902497414,34,Bajo
25,2,795.3650959317476,59,Bajo
38,6,366.28377177700924,52,Medio
35,17,939.3725258921213,41,Alto
47,9,538.5891560941101,19,Medio
35,6,599.9884712846882,6,Medio
63,7,41.047953116542516,2,Bajo
64,5,178.56644575730832,15,Bajo
48,0,636.6045416663343,17,Bajo
55,3,425.67166806444857,16,Bajo
49,13,513.082152553593,28,Alto
28,16,72.34169464636344,21,Bajo
62,19,835.7938860262805,8,Medio
42,17,786.660546273255,10,Medio
50,10,193.50043596463104,10,Bajo
55,13,637.9860636848056,50,Alto
58,8,820.132059537729,10,Medio
25,14,644.445595051444,9,Medio
28,11,317.29411434288636,28,Medio
39,9,659.5500389733854,24,Medio
68,18,218.3571302063801,19,Medio
41,18,325.07244730662666,33,Medio
58,5,247.66895657610686,4,Medio
34,19,561.3558513663045,56,Alto
29,5,117.14438029789312,3,Bajo
63,7,933.9772765448553,42,Medio
49,0,340.17723012623816,12,Bajo
32,16,226.7804258347433,18,Medio
33,16,501.58431546581295,23,Alto
39,14,284.2278402701689,20,Medio
45,6,539.5550455188179,6,Medio
37,18,355.02405828426464,53,Medio
50,2,140.7461426613504,34,Bajo
27,10,273.2362896069894,42,Medio
57,19,444.05544651190996,2,Medio
49,18,39.99029421482937,30,Bajo
67,8,772.9361017446143,9,Medio
50,9,625.6063189445116,27,Medio
19,1,605.3460112055707,42,Bajo
50,0,550.5894325639383,34,Bajo
50,15,594.4100406018179,40,Alto
58,17,935.3054331801484,24,Alto
30,16,18.483518702633283,49,Bajo
47,5,57.32171256117177,17,Bajo
50,13,199.5784758314943,29,Bajo
30,14,175.6283661932186,36,Bajo
69,13,189.38251487449085,50,Bajo
43,2,675.2244469901636,12,Bajo
39,18,464.8884680396637,31,Medio
56,11,991.8610895513463,49,Alto
19,1,234.6170556549154,9,Bajo
55,2,317.7218000172197,19,Bajo
56,17,984.3983096336325,46,Alto
43,0,833.4405593942245,46,Bajo
63,19,475.10122847174745,17,Medio
67,5,559.0509166905298,2,Medio
32,4,844.7461414463121,40,Bajo
51,0,486.17044358586475,5,Bajo
59,18,213.96348634626347,59,Medio
61,0,830.1600931688416,39,Bajo
66,15,542.394766362887,54,Alto
57,11,161.51217119218308,48,Bajo
28,7,510.5299728725536,16,Medio
20,15,419.07134679089023,17,Medio
23,0,878.0741065629404,54,Bajo
26,3,134.79487704709638,27,Bajo
23,9,876.4577064035453,7,Medio
26,10,517.0889066421819,52,Alto
56,16,410.32078568133613,8,Medio
48,6,170.34751255891092,8,Bajo
49,11,703.8097830122925,23,Alto
58,6,927.5386420189401,32,Medio
67,11,381.6235803603266,43,Medio
29,14,249.1691506641251,47,Medio
25,1,559.3182478291654,18,Bajo
25,13,798.2240889495315,38,Alto
67,12,13.730017605027722,54,Bajo
45,3,635.0636620314749,12,Bajo
37,13,600.5508406916446,15,Alto
64,13,324.97066394611846,28,Medio
24,15,456.90877356892065,55,Medio
28,6,254.4935919202027,38,Medio
37,18,791.9868805723244,50,Alto
33,1,638.1895840324466,56,Bajo
21,9,537.3845058185954,31,Medio
23,17,398.60093643364894,52,Medio
39,16,298.4705421605248,9,Medio
43,4,824.5091211829971,8,Bajo
20,11,456.8935937292333,46,Medio
58,5,506.432945643256,19,Medio
59,8,525.6204432353342,51,Medio
31,19,453.8832660772607,8,Medio
28,0,263.5275419760395,34,Bajo
35,14,129.13703584062148,57,Bajo
29,5,107.55189449606328,4,Bajo
40,18,759.8878981072818,31,Alto
29,17,231.29254407849623,38,Medio
30,5,65.11608680443582,3,Bajo
42,12,799.5422326289272,35,Alto
62,0,162.52103633204152,19,Bajo
68,12,628.8946308160205,43,Alto
36,6,345.2568387333846,29,Medio
63,14,135.2154541243964,10,Bajo
53,11,420.33616946181627,12,Medio
62,0,24.660772521298888,46,Bajo
25,14,842.6345326874347,30,Alto
46,3,518.3629817284386,30,Bajo
49,12,147.7684107988822,18,Bajo
68,4,244.61051520509486,24,Bajo
61,1,453.4954402171414,32,Bajo
35,0,196.98068898739317,9,Bajo
23,15,275.913169886075,47,Medio
35,5,539.0417085929106,24,Medio
36,15,834.2829229080016,26,Alto
39,13,407.8212888330216,3,Medio
54,2,719.8055208180128,23,Bajo
49,14,877.9173713260419,11,Medio
58,2,224.13793089320035,10,Bajo
20,1,809.1200506981385,50,Bajo
45,0,759.8281763477171,36,Bajo
27,8,363.36792496865365,13,Medio
68,8,989.6247599058585,29,Medio
52,6,269.94664772159746,38,Medio
46,2,262.2552333713786,59,Bajo
32,17,774.5365730066658,53,Alto
50,10,440.3107448705734,13,Medio
24,6,337.4870448332328,57,Medio
29,8,186.87617728571192,26,Bajo
66,0,767.6791066251986,20,Bajo
47,13,788.4585880747163,5,Medio
38,19,570.898363197839,20,Alto
48,5,957.7404770594592,14,Medio
41,6,324.9816377184277,45,Medio
37,9,227.42285502454382,14,Medio
54,6,680.6921012451173,8,Medio
21,1,760.8245543917077,48,Bajo
45,3,232.65691084630416,13,Bajo
61,16,85.84465661850211,24,Bajo
37,0,812.4113217205082,15,Bajo
41,9,976.7369539095523,51,Medio
67,18,648.2255632115615,1,Medio
66,14,285.0882311424552,22,Medio
68,9,996.7058824672641,34,Medio
49,18,894.3339699044067,50,Alto
58,11,518.246839817491,51,Alto
53,15,827.0680719934154,40,Alto
51,8,817.6623180303371,3,Medio
53,14,935.4509799767645,55,Alto
19,16,842.5146053357255,26,Alto
32,13,647.2424435975928,14,Alto
51,17,613.2106817669423,58,Alto
53,1,472.68371544829563,41,Bajo
23,3,630.2207835710498,8,Bajo
56,17,797.2644206650789,49,Alto
59,6,969.3472500395278,55,Medio
68,12,472.6144846002989,55,Medio
68,14,577.9166709588695,56,Alto
29,0,450.35744010819394,16,Bajo
20,10,671.80373477357,42,Alto
62,9,633.6212990206469,21,Medio
35,4,27.655452291687066,10,Bajo
57,15,545.7499435096519,57,Alto
38,10,97.60202674202388,25,Bajo
32,5,36.11978182548296,56,Bajo
50,8,793.2851904638512,38,Medio
52,12,266.0633635377075,22,Medio
43,7,347.24852651442626,49,Medio
25,13,73.44374172802554,48,Bajo
53,0,187.70525788940714,47,Bajo
65,16,767.9487700752144,54,Alto
47,4,498.5955219302947,46,Bajo
40,1,881.861777924647,4,Bajo
59,8,403.26971015216685,4,Medio
61,3,276.0137283967255,30,Bajo
31,16,354.12381631406447,2,Medio
31,16,715.6440755817354,29,Alto
19,17,559.4556156111412,43,Alto
54,15,905.1492954769036,36,Alto
22,7,606.1470816949944,21,Medio
55,10,498.0880263966881,21,Medio
62,17,787.8951966478655,48,Alto
58,9,948.0585122261108,21,Medio
64,12,362.28745213252085,4,Medio
31,16,257.3774480638229,1,Medio
56,17,620.0552223311978,26,Alto
42,9,503.8840929423422,56,Medio
37,15,989.2937191161355,51,Alto
19,19,467.738166306256,2,Medio
56,4,83.5882358467424,9,Bajo
23,12,977.5953701698595,55,Alto
34,17,845.1510761376047,57,Alto
42,16,186.4676425183837,45,Bajo
45,8,905.5592005817406,18,Medio
19,13,347.26015261352717,48,Medio
52,16,383.34086468910004,48,Medio
54,3,907.3275675385377,57,Bajo
22,17,534.8144093849621,42,Alto
18,19,146.38530010453445,41,Bajo
57,14,375.365597748386,11,Medio
29,10,724.876471805202,25,Alto
53,11,182.44234618733654,26,Bajo
62,8,594.3288854322951,58,Medio
40,12,698.3213916149728,36,Alto
64,14,350.41503978715355,42,Medio
48,14,696.9418818212391,35,Alto
28,4,885.3652783110255,38,Bajo
27,18,477.3955767909085,3,Medio
20,19,389.0802348979878,59,Medio
31,13,258.64681734470287,41,Medio
33,16,608.1634250646712,35,Alto
27,17,881.0535275583288,50,Alto
46,2,331.4146545133421,40,Bajo
27,1,402.27316929193046,22,Bajo
29,0,412.55926237448404,8,Bajo
47,9,565.204218359742,15,Medio
58,18,236.12487195176422,45,Medio
18,16,823.9890437546272,7,Medio
22,11,302.6462547291791,19,Medio
37,0,708.309063987715,40,Bajo
25,11,518.0835843617565,42,Alto
60,16,590.0386273192292,17,Alto
29,2,187.81265143902985,1,Bajo
18,10,737.6729661963889,45,Alto
37,16,196.7343138522048,29,Bajo
45,2,122.33890125116473,58,Bajo
60,7,551.2127048898991,13,Medio
54,19,712.2041655484886,56,Alto
64,3,59.53547807040916,48,Bajo
54,6,78.70136179113665,29,Bajo
29,13,804.6523710788598,41,Alto
54,13,810.9423725122587,42,Alto
66,3,252.8516698884904,6,Bajo
66,15,619.0759207722015,5,Medio
61,0,448.7482743932129,34,Bajo
45,16,636.3690809894779,11,Medio
64,9,864.2504912582328,9,Medio
32,15,89.05786033643393,38,Bajo
23,15,780.2045817285698,40,Alto
61,7,498.09881347582893,41,Medio
37,6,568.4856743243765,9,Medio
67,5,657.392046416949,8,Medio
31,15,923.3969176378163,44,Alto
19,19,66.15275401622048,58,Bajo
26,15,39.18158860320318,40,Bajo
54,6,186.47916367388575,3,Bajo
37,8,986.5832487664691,13,Medio
43,13,717.9256037039979,19,Alto
46,10,618.4947078639569,34,Alto
18,13,56.56866288060042,32,Bajo
52,6,880.3191216540351,49,Medio
23,0,814.6292847641879,16,Bajo
54,12,668.1520434284141,36,Alto
22,19,345.73950732985566,18,Medio
50,2,79.79990601257474,14,Bajo
66,19,584.2381030219133,30,Alto
68,3,722.4976257462291,2,Bajo
31,10,103.29794697247496,13,Bajo
29,1,637.429983200511,27,Bajo
59,13,293.50240720828697,59,Medio
